"track","track_label","model","icd9","group","n","mean","sd","min","q1","median","q3","max","nearest_target","nearest_target_label","icd9_label","ccs_id","ccs_category"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","290","has a reference match",2038,0.821,0.062,0.612,0.777,0.82,0.871,0.94,"B74","Filariasis","dementias",40,"delirium dementia and other cognitive disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","291","has a reference match",2038,0.806,0.037,0.669,0.779,0.809,0.835,0.891,"N95","Menopausal and other perimenopausal disorders","alcoholinduced mental disorders",41,"alcohol and substancerelated disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","292","has a reference match",2038,0.812,0.042,0.657,0.783,0.815,0.845,0.9,"N03","Chronic nephritic syndrome","druginduced mental disorders",41,"alcohol and substancerelated disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","294","has a reference match",2038,0.844,0.037,0.705,0.82,0.848,0.871,0.931,"G94","Other disorders of brain in diseases classified elsewhere","persistent mental disorders due to conditions classified elsewhere",40,"delirium dementia and other cognitive disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","295","has a reference match",2038,0.838,0.05,0.68,0.8,0.84,0.878,0.948,"N95","Menopausal and other perimenopausal disorders","schizophrenic disorders",42,"schizophrenia and other psychotic disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","296","has a reference match",2038,0.823,0.047,0.671,0.789,0.825,0.862,0.929,"P78","Other perinatal digestive system disorders","episodic mood disorders",43,"mood and anxiety disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","297","has a reference match",2038,0.846,0.035,0.716,0.823,0.85,0.874,0.924,"F92","Mixed disorders of conduct and emotions","delusional disorders",42,"schizophrenia and other psychotic disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","298","has a reference match",2038,0.811,0.04,0.676,0.783,0.815,0.842,0.905,"N95","Menopausal and other perimenopausal disorders","other nonorganic psychoses",42,"schizophrenia and other psychotic disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","299","has a reference match",2038,0.799,0.055,0.624,0.76,0.797,0.845,0.927,"F84","Pervasive developmental disorders","pervasive developmental disorders",44,"disorders usually diagnosed in infancy childhood or adolescence"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","300","has a reference match",2038,0.854,0.04,0.655,0.828,0.859,0.884,0.943,"F61","Mixed and other personality disorders","anxiety dissociative and somatoform disorders",43,"mood and anxiety disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","301","has a reference match",2038,0.811,0.06,0.617,0.767,0.807,0.86,0.934,"B74","Filariasis","personality disorders",45,"personality disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","303","has a reference match",2038,0.86,0.044,0.69,0.83,0.862,0.895,0.944,"N34","Urethritis and urethral syndrome","alcohol dependence syndrome",41,"alcohol and substancerelated disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","304","has a reference match",2038,0.827,0.046,0.666,0.794,0.827,0.863,0.924,"N18","Chronic kidney disease","drug dependence",41,"alcohol and substancerelated disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","305","has a reference match",2038,0.825,0.045,0.574,0.8,0.83,0.856,0.944,"F55","Abuse of non-dependence-producing substances","nondependent abuse of drugs",41,"alcohol and substancerelated disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","306","has a reference match",2038,0.823,0.032,0.717,0.801,0.822,0.845,0.938,"N25","Disorders resulting from impaired renal tubular function","physiological malfunction arising from mental factors",46,"miscellaneous mental health disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","307","has a reference match",2038,0.81,0.049,0.633,0.78,0.816,0.848,0.929,"M25","Other joint disorders, not elsewhere classified","special symptoms or syndromes not elsewhere classified",46,"miscellaneous mental health disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","308","has a reference match",2038,0.81,0.035,0.659,0.788,0.812,0.834,0.9,"T73","Effects of other deprivation","acute reaction to stress",43,"mood and anxiety disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","309","has a reference match",2038,0.759,0.038,0.602,0.735,0.759,0.784,0.878,"P92","Feeding problems of newborn","adjustment reaction",47,"adjustment disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","310","has a reference match",2038,0.845,0.04,0.704,0.819,0.849,0.876,0.937,"F53","Mental and behavioural disorders associated with the puerperium, not elsewhere classified","specific nonpsychotic mental disorders due to brain damage",46,"miscellaneous mental health disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","311","has a reference match",2038,0.842,0.044,0.686,0.813,0.849,0.878,0.946,"H93","Other disorders of ear, not elsewhere classified","depressive disorder not elsewhere classified",43,"mood and anxiety disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","312","has a reference match",2038,0.8,0.038,0.647,0.775,0.801,0.825,0.913,"R57","Shock, not elsewhere classified","disturbance of conduct not elsewhere classified",48,"attentiondeficit conduct and disruptive behavior disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","314","has a reference match",2038,0.834,0.041,0.672,0.804,0.837,0.868,0.916,"N32","Other disorders of bladder","hyperkinetic syndrome of childhood",48,"attentiondeficit conduct and disruptive behavior disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","315","has a reference match",2038,0.796,0.036,0.656,0.772,0.797,0.819,0.888,"N31","Neuromuscular dysfunction of bladder, not elsewhere classified","specific delays in development",49,"developmental disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","316","has a reference match",2038,0.84,0.044,0.665,0.813,0.842,0.871,0.946,"N08","Glomerular disorders in diseases classified elsewhere","psychic factors associated with diseases classified elsewhere",46,"miscellaneous mental health disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","317","has a reference match",2038,0.815,0.045,0.68,0.781,0.815,0.851,0.921,"M82","Osteoporosis in diseases classified elsewhere","mild intellectual disabilities",49,"developmental disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","318","has a reference match",2038,0.808,0.04,0.668,0.779,0.809,0.839,0.913,"O92","Other disorders of breast and lactation associated with childbirth","other specified intellectual disabilities",49,"developmental disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","319","has a reference match",2038,0.797,0.029,0.668,0.778,0.798,0.817,0.867,"F09","Unspecified organic or symptomatic mental disorder","unspecified intellectual disabilities",49,"developmental disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","327","no reference match",2038,0.77,0.066,0.541,0.725,0.773,0.823,0.915,"P78","Other perinatal digestive system disorders","organic sleep disorders",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","330","has a reference match",2038,0.796,0.058,0.513,0.761,0.801,0.837,0.933,"F93","Emotional disorders with onset specific to childhood","cerebral degenerations usually manifest in childhood",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","331","has a reference match",2038,0.803,0.045,0.643,0.772,0.807,0.837,0.91,"M71","Other bursopathies","other cerebral degenerations",40,"delirium dementia and other cognitive disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","332","has a reference match",2038,0.801,0.051,0.64,0.765,0.799,0.841,0.909,"N73","Other female pelvic inflammatory diseases","parkinsons disease",51,"parkinsons disease"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","333","has a reference match",2038,0.853,0.042,0.717,0.826,0.858,0.886,0.937,"G31","Other degenerative diseases of nervous system, not elsewhere classified","other extrapyramidal disease and abnormal movement disorders",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","334","has a reference match",2038,0.838,0.046,0.68,0.804,0.84,0.875,0.93,"L73","Other follicular disorders","spinocerebellar disease",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","335","has a reference match",2038,0.841,0.054,0.664,0.8,0.842,0.885,0.954,"M72","Fibroblastic disorders","anterior horn cell disease",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","336","has a reference match",2038,0.814,0.047,0.646,0.779,0.817,0.85,0.935,"G95","Other diseases of spinal cord","other diseases of spinal cord",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","337","has a reference match",2038,0.818,0.042,0.651,0.79,0.823,0.85,0.909,"N95","Menopausal and other perimenopausal disorders","disorders of the autonomic nervous system",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","338","no reference match",2038,0.805,0.032,0.685,0.785,0.807,0.827,0.893,"R52","Pain, not elsewhere classified","pain not elsewhere classified",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","339","no reference match",2038,0.816,0.045,0.648,0.786,0.82,0.851,0.915,"A69","Other spirochaetal infections","other headache syndromes",52,"headache including migraine"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","340","has a reference match",2038,0.823,0.058,0.644,0.78,0.822,0.871,0.948,"M34","Systemic sclerosis","multiple sclerosis",53,"multiple sclerosis"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","341","has a reference match",2038,0.807,0.044,0.665,0.776,0.812,0.841,0.908,"A74","Other diseases caused by chlamydiae","other demyelinating diseases of central nervous system",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","342","has a reference match",2038,0.858,0.031,0.732,0.838,0.859,0.88,0.95,"G82","Paraplegia and tetraplegia","hemiplegia and hemiparesis",54,"paralysis"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","343","has a reference match",2038,0.783,0.053,0.618,0.744,0.781,0.826,0.913,"M83","Adult osteomalacia","infantile cerebral palsy",54,"paralysis"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","344","has a reference match",2038,0.814,0.038,0.67,0.788,0.819,0.843,0.914,"G83","Other paralytic syndromes","other paralytic syndromes",54,"paralysis"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","345","has a reference match",2038,0.844,0.035,0.672,0.823,0.849,0.869,0.939,"G45","Transient cerebral ischaemic attacks and related syndromes","epilepsy and recurrent seizures",55,"epilepsyconvulsions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","346","has a reference match",2038,0.817,0.039,0.666,0.789,0.819,0.846,0.903,"M06","Other rheumatoid arthritis","migraine",52,"headache including migraine"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","347","has a reference match",2038,0.821,0.041,0.664,0.794,0.824,0.851,0.913,"M87","Osteonecrosis","cataplexy and narcolepsy",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","348","has a reference match",2038,0.823,0.035,0.688,0.8,0.827,0.848,0.917,"G93","Other disorders of brain","other conditions of brain",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","353","has a reference match",2038,0.811,0.036,0.66,0.791,0.816,0.835,0.958,"G54","Nerve root and plexus disorders","nerve root and plexus disorders",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","354","has a reference match",2038,0.852,0.036,0.666,0.83,0.856,0.878,0.929,"C95","Leukaemia of unspecified cell type","mononeuritis of upper limb and mononeuritis multiplex",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","355","has a reference match",2038,0.862,0.033,0.68,0.842,0.866,0.886,0.95,"A49","Bacterial infection of unspecified site","mononeuritis of lower limb and unspecified site",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","356","has a reference match",2038,0.83,0.047,0.667,0.796,0.833,0.868,0.928,"M82","Osteoporosis in diseases classified elsewhere","hereditary and idiopathic peripheral neuropathy",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","357","has a reference match",2038,0.819,0.047,0.635,0.787,0.822,0.857,0.914,"P78","Other perinatal digestive system disorders","inflammatory and toxic neuropathy",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","358","has a reference match",2038,0.818,0.049,0.65,0.783,0.819,0.858,0.932,"M11","Other crystal arthropathies","myoneural disorders",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","359","has a reference match",2038,0.814,0.047,0.669,0.779,0.816,0.851,0.919,"M93","Other osteochondropathies","muscular dystrophies and other myopathies",50,"other nervous system conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","360","has a reference match",2038,0.792,0.03,0.668,0.773,0.793,0.811,0.891,"L87","Transepidermal elimination disorders","disorders of the globe",56,"other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","361","has a reference match",2038,0.816,0.041,0.664,0.786,0.817,0.848,0.911,"M71","Other bursopathies","retinal detachments and defects",57,"retinal detachments defects vascular occlusion and retinopathy"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","362","has a reference match",2038,0.819,0.044,0.673,0.788,0.819,0.854,0.93,"M71","Other bursopathies","other retinal disorders",57,"retinal detachments defects vascular occlusion and retinopathy"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","363","has a reference match",2038,0.847,0.037,0.706,0.823,0.852,0.875,0.921,"L91","Hypertrophic disorders of skin","chorioretinal inflammations scars and other disorders of choroid",56,"other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","364","has a reference match",2038,0.834,0.029,0.69,0.817,0.834,0.853,0.923,"I78","Diseases of capillaries","disorders of iris and ciliary body",56,"other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","365","has a reference match",2038,0.802,0.064,0.601,0.757,0.798,0.852,0.94,"M86","Osteomyelitis","glaucoma",58,"glaucoma"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","366","has a reference match",2038,0.797,0.059,0.604,0.756,0.795,0.842,0.925,"H25","Senile cataract","cataract",59,"cataract"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","369","has a reference match",2038,0.836,0.042,0.68,0.806,0.838,0.868,0.929,"M82","Osteoporosis in diseases classified elsewhere","blindness and low vision",60,"blindness and vision defects"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","370","has a reference match",2038,0.82,0.061,0.617,0.778,0.818,0.868,0.946,"M33","Dermatopolymyositis","keratitis",56,"other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","371","has a reference match",2038,0.856,0.03,0.722,0.838,0.858,0.877,0.927,"H02","Other disorders of eyelid","corneal opacity and other disorders of cornea",56,"other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","372","has a reference match",2038,0.802,0.029,0.632,0.784,0.805,0.822,0.88,"K08","Other disorders of teeth and supporting structures","disorders of conjunctiva",56,"other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","376","has a reference match",2038,0.794,0.034,0.655,0.775,0.798,0.818,0.907,"H05","Disorders of orbit","disorders of the orbit",56,"other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","377","has a reference match",2038,0.832,0.036,0.653,0.812,0.837,0.858,0.92,"I77","Other disorders of arteries and arterioles","disorders of optic nerve and visual pathways",56,"other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","379","has a reference match",2038,0.835,0.045,0.676,0.803,0.837,0.871,0.946,"H61","Other disorders of external ear","other disorders of eye",56,"other eye disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","380","has a reference match",2038,0.825,0.031,0.679,0.806,0.828,0.846,0.91,"N47","Disorders of prepuce","disorders of external ear",61,"other ear and sense organ disorders"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","381","has a reference match",2038,0.832,0.041,0.641,0.803,0.836,0.865,0.926,"O92","Other disorders of breast and lactation associated with childbirth","nonsuppurative otitis media and eustachian tube disorders",62,"otitis media and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","382","has a reference match",2038,0.848,0.031,0.715,0.827,0.853,0.872,0.933,"H66","Suppurative and unspecified otitis media","suppurative and unspecified otitis media",62,"otitis media and related conditions"
"10_9","ICD-9-CM to ICD-10-CA","ClinicalBERT","383","has a reference match",2038,0.834,0.036,0.663,0.808,0.839,0.861,0.92,"N95","Menopausal and other perimenopausal disorders","mastoiditis and related conditions",62,"otitis media and related conditions"
